Service;Th�matique;Producteur;Nom;Nom technique;URL d'acces Geoportail;URL d'acces Geoplateforme;Statut de licence;Etat de publication;Statut  G�oplateforme;Date actualisation de la donn�e;Remarque
WMS Raster;agriculture;ASP;RPG 2017;LANDUSE.AGRICULTURE2017;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;10/11/2023;
WMS Raster;agriculture;ASP;RPG 2018;LANDUSE.AGRICULTURE2018;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;agriculture;ASP;RPG 2019;LANDUSE.AGRICULTURE2019;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;agriculture;ASP;RPG 2020;LANDUSE.AGRICULTURE2020;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;agriculture;ASP;RPG 2021;LANDUSE.AGRICULTURE2021;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;agriculture;ASP;RPG 2022;LANDUSE.AGRICULTURE2022;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;15/03/2024;
WMS Raster;agriculture;ASP;RPG 2023;LANDUSE.AGRICULTURE2023;;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;02/08/2024;
WMS Raster;agriculture;MASA;Prairies sensibles BCAE 9;PRAIRIES.SENSIBLES.BCAE;https://wxs.ign.fr/agriculture/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;24/11/2023;
WMTS;agriculture;IGN;Carte des pentes pour l'agriculture BCAE 5;GEOGRAPHICALGRIDSYSTEMS.SLOPES.PAC;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2020;HYDROGRAPHY.BCAE.2020;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2021;HYDROGRAPHY.BCAE.2021;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2022;HYDROGRAPHY.BCAE.2022;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2023;HYDROGRAPHY.BCAE.2023;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2024;HYDROGRAPHY.BCAE.2024;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4 2025;HYDROGRAPHY.BCAE.2025;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;MASA;Bandes tampons des cours d'eau BCAE 4;HYDROGRAPHY.BCAE.LATEST;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;04/04/2025;
WMTS;agriculture;ASP;RPG Derniere edition;LANDUSE.AGRICULTURE.LATEST;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/08/2024;
WMTS;agriculture;ASP;RPG 2007;LANDUSE.AGRICULTURE2007;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2008;LANDUSE.AGRICULTURE2008;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;10/11/2023;
WMTS;agriculture;ASP;RPG 2009;LANDUSE.AGRICULTURE2009;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2010;LANDUSE.AGRICULTURE2010;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2011;LANDUSE.AGRICULTURE2011;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2012;LANDUSE.AGRICULTURE2012;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2013;LANDUSE.AGRICULTURE2013;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2014;LANDUSE.AGRICULTURE2014;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2015;LANDUSE.AGRICULTURE2015;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2016;LANDUSE.AGRICULTURE2016;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2017;LANDUSE.AGRICULTURE2017;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;10/11/2023;
WMTS;agriculture;ASP;RPG 2018;LANDUSE.AGRICULTURE2018;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2019;LANDUSE.AGRICULTURE2019;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2020;LANDUSE.AGRICULTURE2020;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2021;LANDUSE.AGRICULTURE2021;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;agriculture;ASP;RPG 2022;LANDUSE.AGRICULTURE2022;https://wxs.ign.fr/enr/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;15/03/2024;
WMTS;agriculture;ASP;RPG 2023;LANDUSE.AGRICULTURE2023;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/08/2024;
WMTS;agriculture;MASA;Prairies sensibles BCAE 9;PRAIRIES.SENSIBLES.BCAE;https://wxs.ign.fr/agriculture/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;24/11/2023;
TMS;altimetrie;IGN;Courbes de niveau Isohyse;ISOHYPSE;https://wxs.ign.fr/altimetrie/geoportail/tms/1.0.0/ISOHYPSE/metadata.json/;https://data.geopf.fr/tms/1.0.0;;Publie;A jour;01/03/2024;
WFS;altimetrie;IGN;Courbes de niveau;ELEVATION.CONTOUR.LINE:courbe;https://wxs.ign.fr/altimetrie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;altimetrie;IGN;Masque de source du RGE Alti;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY:source_fra;https://wxs.ign.fr/altimetrie/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WFS;altimetrie;IGN;Blocs MNH issus du LiDAR HD;IGNF_LIDAR-HD_TA:mnh-bloc;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Dalles MNH issues du LiDAR HD;IGNF_LIDAR-HD_TA:mnh-dalle;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Blocs MNS issus du LiDAR HD;IGNF_LIDAR-HD_TA:mns-bloc;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Dalles MNS issues du LiDAR HD;IGNF_LIDAR-HD_TA:mns-dalle;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Blocs MNT issus du LiDAR HD;IGNF_LIDAR-HD_TA:mnt-bloc;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Dalles MNT issues du LiDAR HD;IGNF_LIDAR-HD_TA:mnt-dalle;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WFS;altimetrie;IGN;Blocs de nuages de points LiDAR HD;IGNF_LIDAR-HD_TA:nuage-bloc;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;11/04/2025;
WFS;altimetrie;IGN;Dalles de nuages de points LiDAR HD;IGNF_LIDAR-HD_TA:nuage-dalle ;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;11/04/2025;
WMS Raster;altimetrie;IGN;Courbes de niveau;ELEVATION.CONTOUR.LINE;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain BD Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;13/12/2024;
WMS Raster;altimetrie;IGN;Modele numerique de surface;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES.MNS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;14/02/2025;
WMS Raster;altimetrie;IGN;Estompage MNS;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES.MNS.SHADOW;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;14/02/2025;
WMS Raster;altimetrie;IGN;Estompage;ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Non publie;Arr�t diffusion;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain mondial SRTM3 ;ELEVATION.ELEVATIONGRIDCOVERAGE.SRTM3;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Seuils de pentes - Epandage - pour l�agriculture;ELEVATION.ELEVATIONGRIDCOVERAGE.THRESHOLD;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Masque de source du RGE Alti;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;10/11/2023;Prevision 2025-09-01
WMS Raster;altimetrie;IGN;Cartes des pentes;GEOGRAPHICALGRIDSYSTEMS.SLOPES.MOUNTAIN;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;MNH issu de LiDAR HD;IGNF_LIDAR-HD_MNH_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WMS Raster;altimetrie;IGN;MNS issu de LiDAR HD;IGNF_LIDAR-HD_MNS_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WMS Raster;altimetrie;IGN;MNT issu de LiDAR HD;IGNF_LIDAR-HD_MNT_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;02/05/2025;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Fr Metro;RGEALTI-MNT_PYR-ZIP_FXX_LAMB93_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Guadeloupe;RGEALTI-MNT_PYR-ZIP_GLP_WGS84UTM20_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Guyane;RGEALTI-MNT_PYR-ZIP_GUF_UTM22RGFG95_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Martinique;RGEALTI-MNT_PYR-ZIP_MTQ_WGS84UTM20_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Mayotte;RGEALTI-MNT_PYR-ZIP_MYT_RGM04UTM38S_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti La Reunion;RGEALTI-MNT_PYR-ZIP_REU_RGR92UTM40S_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;altimetrie;IGN;Modele numerique de terrain RGE Alti Saint-Pierre-et-Miquelon;RGEALTI-MNT_PYR-ZIP_SPM_RGSPM06U21_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Vecteur;altimetrie;IGN;Masque de source du RGE Alti;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY;https://wxs.ign.fr/altimetrie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMTS;altimetrie;IGN;Courbes de niveau;ELEVATION.CONTOUR.LINE;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Modele numerique de terrain BD Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMTS;altimetrie;IGN;Modele numerique de terrain RGE Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;13/12/2024;
WMTS;altimetrie;IGN;Modele numerique de surface;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES.MNS;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;14/02/2025;
WMTS;altimetrie;IGN;Estompage;ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;23/08/2024;Remplac� par IGNF_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW
WMTS;altimetrie;IGN;Modele numerique de terrain mondial SRTM3 ;ELEVATION.ELEVATIONGRIDCOVERAGE.SRTM3;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Seuils de pentes - Epandage - pour l�agriculture;ELEVATION.ELEVATIONGRIDCOVERAGE.THRESHOLD;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Trait de c�te;ELEVATION.LEVEL0;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Altitude;ELEVATION.SLOPES;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Masque de source du RGE Alti;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMTS;altimetrie;IGN;Cartes des pentes;GEOGRAPHICALGRIDSYSTEMS.SLOPES.MOUNTAIN;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;altimetrie;IGN;Estompage issu du RGE ALTI 1 m;IGNF_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;18/10/2024;
WMTS;altimetrie;IGN;MNH issu de LiDAR HD;IGNF_LIDAR-HD_MNH_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;18/04/2025;
WMTS;altimetrie;IGN;MNS issu de LiDAR HD;IGNF_LIDAR-HD_MNS_ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;18/04/2025;
